CustomerID,Number_of_Orders,Total_Spend,Days_Since_Last_Purchase,group,group_name
13157.0,4,1741.22,49,2,Mid_Value
13158.0,4,1201.06,95,2,Mid_Value
13159.0,4,1429.35,9,1,VIP
13160.0,1,91.8,22,0,Low_Value & Inactive
13161.0,1,112.75,313,0,Low_Value & Inactive
13162.0,4,1688.29,122,2,Mid_Value
13165.0,2,1021.48,46,2,Mid_Value
13166.0,1,417.2,283,0,Low_Value & Inactive
13167.0,4,791.33,19,2,Mid_Value
13168.0,4,1299.59,36,2,Mid_Value
13169.0,2,712.88,64,2,Mid_Value
13170.0,1,108.81,27,0,Low_Value & Inactive
13171.0,3,468.41,22,2,Mid_Value
13173.0,2,353.65,4,2,Mid_Value
13174.0,3,2742.82,16,1,VIP
13176.0,1,481.49,46,2,Mid_Value
13177.0,1,282.45,65,0,Low_Value & Inactive
13178.0,11,5725.47,26,1,VIP
13182.0,1,121.18,45,0,Low_Value & Inactive
13183.0,9,3957.78,8,1,VIP
13184.0,10,1668.95,15,1,VIP
13185.0,1,71.4,268,0,Low_Value & Inactive
13186.0,3,1575.89,40,2,Mid_Value
13187.0,1,236.02,337,0,Low_Value & Inactive
13188.0,1,114.6,11,0,Low_Value & Inactive
13189.0,2,260.68,19,2,Mid_Value
13192.0,2,911.94,95,2,Mid_Value
13193.0,1,112.08,61,0,Low_Value & Inactive
13194.0,1,60.7,136,0,Low_Value & Inactive
13196.0,4,1797.78,11,1,VIP
13198.0,6,3401.24,10,1,VIP
13199.0,38,9817.12,4,1,VIP
13200.0,4,870.09,19,2,Mid_Value
13203.0,4,869.46,10,2,Mid_Value
13207.0,2,250.26,15,2,Mid_Value
13208.0,6,1217.65,59,2,Mid_Value
13209.0,8,5891.61,30,1,VIP
13210.0,1,353.48,94,0,Low_Value & Inactive
13211.0,3,1095.42,10,2,Mid_Value
13212.0,3,786.83,20,2,Mid_Value
13213.0,5,1520.58,57,2,Mid_Value
13216.0,1,333.74,268,0,Low_Value & Inactive
13217.0,3,533.98,122,2,Mid_Value
13218.0,1,62.64,127,0,Low_Value & Inactive
13220.0,4,819.29,78,2,Mid_Value
13221.0,2,847.41,240,2,Mid_Value
13223.0,2,163.2,200,0,Low_Value & Inactive
13224.0,2,2155.95,60,2,Mid_Value
13225.0,7,6463.84,3,1,VIP
13226.0,1,108.21,273,0,Low_Value & Inactive
13227.0,1,257.7,202,0,Low_Value & Inactive
13228.0,1,358.0,81,0,Low_Value & Inactive
13229.0,1,160.95,226,0,Low_Value & Inactive
13230.0,14,2755.63,4,1,VIP
13232.0,7,1328.35,13,1,VIP
13233.0,2,605.12,74,2,Mid_Value
13235.0,1,1031.07,212,0,Low_Value & Inactive
13236.0,2,744.85,25,2,Mid_Value
13238.0,4,700.73,17,2,Mid_Value
13239.0,1,329.56,262,0,Low_Value & Inactive
13240.0,4,663.65,96,2,Mid_Value
13242.0,3,270.4,112,0,Low_Value & Inactive
13243.0,1,585.12,203,0,Low_Value & Inactive
13244.0,1,121.74,93,0,Low_Value & Inactive
13245.0,1,430.5,51,2,Mid_Value
13246.0,6,1961.52,18,1,VIP
13247.0,4,501.12,18,2,Mid_Value
13248.0,2,465.68,125,2,Mid_Value
13249.0,3,711.41,92,2,Mid_Value
13253.0,2,1030.4,157,2,Mid_Value
13255.0,2,399.51,9,2,Mid_Value
13258.0,3,672.83,12,2,Mid_Value
13259.0,1,283.18,62,0,Low_Value & Inactive
13260.0,1,557.62,61,2,Mid_Value
13261.0,2,944.1,269,2,Mid_Value
13262.0,1,200.29,263,0,Low_Value & Inactive
13263.0,35,7436.93,1,1,VIP
13265.0,5,2092.66,53,1,VIP
13266.0,12,3834.26,11,1,VIP
13267.0,19,4521.49,3,1,VIP
13268.0,11,3174.75,18,1,VIP
13269.0,15,5343.28,1,1,VIP
13270.0,1,590.0,366,0,Low_Value & Inactive
13271.0,1,211.49,37,0,Low_Value & Inactive
13272.0,2,276.56,31,2,Mid_Value
13273.0,1,138.98,113,0,Low_Value & Inactive
13276.0,2,590.93,64,2,Mid_Value
13277.0,4,258.4,16,2,Mid_Value
13278.0,1,542.73,41,2,Mid_Value
13279.0,1,137.75,78,0,Low_Value & Inactive
13280.0,3,798.46,122,2,Mid_Value
13282.0,3,1132.14,18,2,Mid_Value
13283.0,2,93.66,60,0,Low_Value & Inactive
13284.0,1,201.19,331,0,Low_Value & Inactive
13285.0,4,2709.12,23,1,VIP
13291.0,1,361.11,156,0,Low_Value & Inactive
13292.0,2,578.94,39,2,Mid_Value
13294.0,2,873.74,190,2,Mid_Value
13295.0,1,201.2,360,0,Low_Value & Inactive
13296.0,1,87.4,137,0,Low_Value & Inactive
13297.0,4,2089.85,8,1,VIP
13298.0,1,360.0,1,2,Mid_Value
13299.0,1,142.5,268,0,Low_Value & Inactive
13300.0,1,371.89,169,0,Low_Value & Inactive
13301.0,4,618.09,104,2,Mid_Value
13302.0,1,63.75,155,0,Low_Value & Inactive
13304.0,1,300.42,351,0,Low_Value & Inactive
13305.0,10,2000.86,4,1,VIP
13307.0,1,15.0,120,0,Low_Value & Inactive
13308.0,3,1385.51,23,2,Mid_Value
13309.0,5,1456.79,7,1,VIP
13310.0,3,1132.03,28,2,Mid_Value
13311.0,2,598.57,4,2,Mid_Value
13313.0,5,1555.32,22,1,VIP
13314.0,3,775.94,2,1,VIP
13316.0,4,5732.93,37,1,VIP
13317.0,6,2273.68,66,1,VIP
13318.0,3,640.76,1,1,VIP
13319.0,26,10845.55,5,1,VIP
13320.0,4,1532.2,78,2,Mid_Value
13321.0,2,567.36,72,2,Mid_Value
13322.0,1,199.48,17,0,Low_Value & Inactive
13323.0,5,787.85,3,1,VIP
13324.0,10,7121.95,36,1,VIP
13325.0,1,675.3,82,2,Mid_Value
13327.0,8,3627.77,39,1,VIP
13328.0,1,1308.48,316,0,Low_Value & Inactive
13329.0,2,789.0,32,2,Mid_Value
13330.0,3,1140.93,93,2,Mid_Value
13332.0,1,350.9,14,2,Mid_Value
13334.0,3,3502.32,82,2,Mid_Value
13336.0,1,795.12,77,2,Mid_Value
13338.0,1,487.02,158,0,Low_Value & Inactive
13339.0,1,860.12,201,0,Low_Value & Inactive
13340.0,7,10736.48,45,1,VIP
13341.0,1,775.85,261,0,Low_Value & Inactive
13343.0,1,353.43,178,0,Low_Value & Inactive
13344.0,3,2511.69,68,2,Mid_Value
13345.0,1,389.5,288,0,Low_Value & Inactive
13347.0,1,341.36,70,0,Low_Value & Inactive
13348.0,1,233.76,64,0,Low_Value & Inactive
13349.0,1,247.32,11,2,Mid_Value
13350.0,2,979.12,16,2,Mid_Value
13351.0,1,373.94,66,0,Low_Value & Inactive
13352.0,1,397.98,60,0,Low_Value & Inactive
13354.0,1,743.53,71,2,Mid_Value
13355.0,1,674.7,122,0,Low_Value & Inactive
13356.0,1,768.24,80,2,Mid_Value
13357.0,1,609.4,257,0,Low_Value & Inactive
13358.0,1,439.03,269,0,Low_Value & Inactive
13359.0,1,439.56,64,0,Low_Value & Inactive
13362.0,4,3090.74,9,1,VIP
13363.0,2,992.5,18,2,Mid_Value
13364.0,1,134.96,71,0,Low_Value & Inactive
13365.0,2,2225.37,34,2,Mid_Value
13366.0,1,56.16,50,0,Low_Value & Inactive
13368.0,2,623.4,257,0,Low_Value & Inactive
13369.0,1,308.28,366,0,Low_Value & Inactive
13370.0,1,754.87,372,0,Low_Value & Inactive
13372.0,1,378.64,90,0,Low_Value & Inactive
13373.0,3,3312.25,61,1,VIP
13375.0,1,778.65,89,2,Mid_Value
13376.0,3,1019.76,99,2,Mid_Value
13379.0,3,572.56,26,2,Mid_Value
13381.0,6,3639.31,32,1,VIP
13382.0,1,222.99,281,0,Low_Value & Inactive
13384.0,7,4151.93,31,1,VIP
13385.0,1,534.57,330,0,Low_Value & Inactive
13388.0,2,677.1,131,2,Mid_Value
13389.0,3,797.96,11,2,Mid_Value
13390.0,1,544.08,75,2,Mid_Value
13391.0,1,59.8,204,0,Low_Value & Inactive
13394.0,8,2520.02,2,1,VIP
13395.0,1,307.72,185,0,Low_Value & Inactive
13396.0,2,1360.99,29,2,Mid_Value
13397.0,5,1544.13,73,2,Mid_Value
13398.0,1,457.34,192,0,Low_Value & Inactive
13402.0,2,621.23,127,2,Mid_Value
13403.0,1,75.0,18,0,Low_Value & Inactive
13404.0,2,252.49,1,2,Mid_Value
13405.0,3,572.45,74,2,Mid_Value
13408.0,62,28117.04,2,1,VIP
13410.0,5,1003.06,24,2,Mid_Value
13411.0,1,213.55,107,0,Low_Value & Inactive
13414.0,3,1390.5,134,2,Mid_Value
13416.0,2,712.5,44,2,Mid_Value
13417.0,2,640.83,5,2,Mid_Value
13418.0,18,6127.43,12,1,VIP
13419.0,1,221.06,64,0,Low_Value & Inactive
13420.0,2,159.85,150,0,Low_Value & Inactive
13421.0,2,1833.71,40,2,Mid_Value
13422.0,1,2626.3,64,2,Mid_Value
13425.0,3,1624.21,108,2,Mid_Value
13426.0,10,3641.32,1,1,VIP
13427.0,3,582.6,19,2,Mid_Value
13428.0,1,201.78,10,2,Mid_Value
13429.0,4,1006.8,11,1,VIP
13430.0,2,679.45,19,2,Mid_Value
13431.0,2,1269.1,67,2,Mid_Value
13434.0,2,534.24,74,2,Mid_Value
13435.0,7,3809.89,5,1,VIP
13436.0,1,196.89,2,2,Mid_Value
13437.0,7,3408.06,14,1,VIP
13439.0,1,283.71,255,0,Low_Value & Inactive
13441.0,1,296.64,92,0,Low_Value & Inactive
13447.0,3,1129.14,23,2,Mid_Value
13448.0,6,3534.69,17,1,VIP
13449.0,1,291.88,24,2,Mid_Value
13450.0,6,2043.72,27,1,VIP
13451.0,5,2898.26,26,1,VIP
13452.0,2,590.0,259,0,Low_Value & Inactive
13453.0,2,356.98,166,0,Low_Value & Inactive
13455.0,2,1058.34,25,2,Mid_Value
13456.0,6,1766.72,18,1,VIP
13458.0,14,9646.57,7,1,VIP
13460.0,2,183.44,29,0,Low_Value & Inactive
13461.0,3,1445.0,39,2,Mid_Value
13462.0,1,151.5,253,0,Low_Value & Inactive
13464.0,1,674.68,58,2,Mid_Value
13466.0,1,307.9,184,0,Low_Value & Inactive
13467.0,2,1071.91,11,2,Mid_Value
13468.0,37,5704.97,2,1,VIP
13470.0,2,165.0,99,0,Low_Value & Inactive
13471.0,4,2501.84,1,1,VIP
13473.0,2,422.64,61,2,Mid_Value
13474.0,1,226.84,236,0,Low_Value & Inactive
13475.0,4,1431.78,191,2,Mid_Value
13476.0,2,1238.47,179,2,Mid_Value
13477.0,6,1454.58,38,1,VIP
13479.0,2,300.95,201,0,Low_Value & Inactive
13481.0,5,1804.56,46,1,VIP
13482.0,1,184.64,232,0,Low_Value & Inactive
13483.0,1,140.34,66,0,Low_Value & Inactive
13484.0,1,313.8,241,0,Low_Value & Inactive
13485.0,1,454.24,233,0,Low_Value & Inactive
13486.0,3,1122.41,78,2,Mid_Value
13487.0,3,575.4,58,2,Mid_Value
13488.0,13,8968.31,17,1,VIP
13489.0,4,449.52,105,2,Mid_Value
13491.0,10,1215.82,52,2,Mid_Value
13492.0,3,1269.84,136,2,Mid_Value
13493.0,2,618.63,275,0,Low_Value & Inactive
13494.0,1,316.26,312,0,Low_Value & Inactive
13495.0,5,2044.87,8,1,VIP
13496.0,2,653.33,11,2,Mid_Value
13497.0,2,348.05,283,0,Low_Value & Inactive
13499.0,5,1159.11,18,1,VIP
13500.0,3,1166.77,23,2,Mid_Value
13501.0,1,1340.32,288,0,Low_Value & Inactive
13502.0,3,292.0,17,2,Mid_Value
13503.0,1,216.85,71,0,Low_Value & Inactive
13504.0,1,295.93,64,0,Low_Value & Inactive
13505.0,4,4393.63,73,1,VIP
13506.0,2,458.52,316,0,Low_Value & Inactive
13507.0,4,2479.16,3,1,VIP
13508.0,1,110.97,244,0,Low_Value & Inactive
13509.0,7,979.72,9,1,VIP
13510.0,4,1791.56,1,1,VIP
13512.0,1,251.21,261,0,Low_Value & Inactive
13513.0,1,205.1,127,0,Low_Value & Inactive
13514.0,1,152.2,74,0,Low_Value & Inactive
13515.0,4,891.12,73,2,Mid_Value
13516.0,3,1389.41,21,2,Mid_Value
13517.0,3,2128.42,60,2,Mid_Value
13518.0,1,627.16,86,2,Mid_Value
13519.0,1,122.75,78,0,Low_Value & Inactive
13520.0,6,3624.35,59,1,VIP
13521.0,3,1071.73,1,1,VIP
13522.0,1,125.8,30,0,Low_Value & Inactive
13523.0,5,3964.88,33,1,VIP
13524.0,5,680.18,41,2,Mid_Value
13525.0,2,628.78,15,2,Mid_Value
13527.0,7,2242.36,34,1,VIP
13529.0,2,307.76,79,0,Low_Value & Inactive
13531.0,2,483.8,205,0,Low_Value & Inactive
13532.0,1,210.31,34,0,Low_Value & Inactive
13533.0,3,269.09,183,0,Low_Value & Inactive
13534.0,25,5870.08,2,1,VIP
13536.0,7,3444.39,1,1,VIP
13538.0,7,1280.85,43,2,Mid_Value
13539.0,3,631.34,86,2,Mid_Value
13544.0,2,276.06,40,2,Mid_Value
13546.0,3,621.09,12,2,Mid_Value
13548.0,2,678.16,96,2,Mid_Value
13549.0,7,918.2,26,2,Mid_Value
13551.0,1,91.8,319,0,Low_Value & Inactive
13552.0,12,3740.07,66,1,VIP
13555.0,4,4098.88,74,1,VIP
13557.0,2,584.06,28,2,Mid_Value
13558.0,4,594.52,6,2,Mid_Value
13560.0,1,171.42,7,2,Mid_Value
13561.0,1,141.86,216,0,Low_Value & Inactive
13562.0,3,1799.33,82,2,Mid_Value
13563.0,2,777.53,84,2,Mid_Value
13564.0,3,1724.67,144,2,Mid_Value
13565.0,2,240.22,19,2,Mid_Value
13566.0,2,856.84,41,2,Mid_Value
13568.0,1,187.05,173,0,Low_Value & Inactive
13569.0,2,338.62,17,2,Mid_Value
13570.0,1,239.49,243,0,Low_Value & Inactive
13571.0,12,2088.94,13,1,VIP
13572.0,1,1384.25,206,2,Mid_Value
13573.0,2,290.25,50,2,Mid_Value
13575.0,5,732.07,23,2,Mid_Value
13576.0,18,6717.34,10,1,VIP
13577.0,4,1687.6,25,1,VIP
13579.0,2,467.04,15,2,Mid_Value
13581.0,1,118.0,309,0,Low_Value & Inactive
13583.0,1,781.03,156,0,Low_Value & Inactive
13584.0,1,142.4,307,0,Low_Value & Inactive
13587.0,1,712.4,64,2,Mid_Value
13588.0,9,2478.95,16,1,VIP
13589.0,2,379.65,15,2,Mid_Value
13590.0,6,1981.92,11,1,VIP
13591.0,3,1117.13,65,2,Mid_Value
13592.0,4,247.96,36,2,Mid_Value
13593.0,5,2011.88,108,2,Mid_Value
13594.0,1,396.97,53,0,Low_Value & Inactive
13596.0,2,664.11,6,2,Mid_Value
13598.0,1,160.04,47,0,Low_Value & Inactive
13599.0,21,5149.92,1,1,VIP
13600.0,1,219.52,312,0,Low_Value & Inactive
13601.0,2,693.32,45,2,Mid_Value
13602.0,1,428.89,65,0,Low_Value & Inactive
13603.0,1,164.34,26,0,Low_Value & Inactive
13606.0,3,276.75,29,2,Mid_Value
13607.0,1,675.51,40,2,Mid_Value
13610.0,7,1082.33,12,1,VIP
13611.0,3,1154.4,89,2,Mid_Value
13614.0,4,1585.46,24,1,VIP
13615.0,1,417.69,319,0,Low_Value & Inactive
13617.0,3,544.18,40,2,Mid_Value
13618.0,1,177.34,174,0,Low_Value & Inactive
13621.0,1,213.85,117,0,Low_Value & Inactive
13623.0,5,727.74,31,2,Mid_Value
13626.0,1,257.23,253,0,Low_Value & Inactive
13627.0,5,1638.47,59,2,Mid_Value
13629.0,11,7792.36,23,1,VIP
13630.0,7,2031.78,5,1,VIP
13631.0,11,3070.42,100,1,VIP
13632.0,5,2118.93,25,1,VIP
13634.0,5,1547.36,33,1,VIP
13635.0,1,1071.03,68,2,Mid_Value
13636.0,5,949.12,37,2,Mid_Value
13637.0,3,804.3,52,2,Mid_Value
13638.0,1,122.64,16,0,Low_Value & Inactive
13639.0,1,1033.34,74,2,Mid_Value
13642.0,1,312.28,216,0,Low_Value & Inactive
13643.0,3,519.44,31,2,Mid_Value
13644.0,4,2624.26,16,1,VIP
13645.0,1,252.1,120,0,Low_Value & Inactive
13647.0,4,1648.12,10,1,VIP
13649.0,2,346.6,257,0,Low_Value & Inactive
13650.0,6,1836.34,17,1,VIP
13651.0,2,94.2,35,0,Low_Value & Inactive
13652.0,3,1095.08,46,2,Mid_Value
13654.0,6,2707.33,43,1,VIP
13655.0,2,932.97,114,2,Mid_Value
13656.0,2,379.65,165,0,Low_Value & Inactive
13657.0,2,382.14,11,2,Mid_Value
13658.0,5,2639.17,10,1,VIP
13659.0,2,1563.0,206,2,Mid_Value
13662.0,3,881.26,86,2,Mid_Value
13663.0,1,189.47,179,0,Low_Value & Inactive
13666.0,3,84.65,60,0,Low_Value & Inactive
13667.0,1,299.05,149,0,Low_Value & Inactive
13668.0,21,6309.83,3,1,VIP
13669.0,2,218.55,51,0,Low_Value & Inactive
13670.0,1,349.7,75,0,Low_Value & Inactive
13672.0,2,186.39,301,0,Low_Value & Inactive
13673.0,2,387.44,19,2,Mid_Value
13675.0,2,486.82,151,0,Low_Value & Inactive
13678.0,1,232.6,152,0,Low_Value & Inactive
13680.0,4,3719.12,1,1,VIP
13681.0,4,827.83,18,2,Mid_Value
13682.0,1,59.5,187,0,Low_Value & Inactive
13684.0,1,65.13,286,0,Low_Value & Inactive
13685.0,7,3119.44,3,1,VIP
13686.0,1,72.0,183,0,Low_Value & Inactive
13689.0,1,910.0,63,2,Mid_Value
13690.0,1,172.25,59,0,Low_Value & Inactive
13692.0,3,1488.32,25,2,Mid_Value
13694.0,50,65039.62,4,1,VIP
13695.0,15,2504.13,31,1,VIP
13697.0,1,151.3,39,0,Low_Value & Inactive
13699.0,1,308.58,155,0,Low_Value & Inactive
13700.0,10,2248.63,26,1,VIP
13703.0,1,99.5,318,0,Low_Value & Inactive
13704.0,9,2308.06,5,1,VIP
13705.0,3,711.86,8,2,Mid_Value
13706.0,1,330.79,303,0,Low_Value & Inactive
13707.0,2,806.41,267,2,Mid_Value
13708.0,1,285.33,271,0,Low_Value & Inactive
13709.0,13,6307.65,4,1,VIP
13710.0,1,180.48,32,0,Low_Value & Inactive
13711.0,2,252.06,219,0,Low_Value & Inactive
13712.0,1,228.84,247,0,Low_Value & Inactive
13715.0,5,1077.39,281,2,Mid_Value
13716.0,1,138.28,269,0,Low_Value & Inactive
13717.0,6,1445.01,32,1,VIP
13718.0,2,306.55,246,0,Low_Value & Inactive
13719.0,5,1041.68,15,1,VIP
13720.0,4,799.9,117,2,Mid_Value
13721.0,1,524.14,36,2,Mid_Value
13722.0,3,2375.41,132,2,Mid_Value
13723.0,1,199.85,217,0,Low_Value & Inactive
13725.0,8,1980.56,50,1,VIP
13726.0,2,1079.66,39,2,Mid_Value
13727.0,2,333.48,29,2,Mid_Value
13728.0,6,1016.14,37,2,Mid_Value
13730.0,2,752.6,136,2,Mid_Value
13731.0,2,610.59,219,0,Low_Value & Inactive
13732.0,1,491.86,28,2,Mid_Value
13735.0,4,2883.54,25,1,VIP
13736.0,2,729.8,5,2,Mid_Value
13737.0,1,339.6,200,0,Low_Value & Inactive
13739.0,1,216.9,18,0,Low_Value & Inactive
13740.0,1,350.75,241,0,Low_Value & Inactive
13741.0,3,668.43,72,2,Mid_Value
13742.0,12,3107.87,17,1,VIP
13743.0,7,1341.6,3,1,VIP
13744.0,2,1080.52,95,2,Mid_Value
13745.0,1,300.04,162,0,Low_Value & Inactive
13747.0,1,79.6,374,0,Low_Value & Inactive
13748.0,5,948.25,96,2,Mid_Value
13750.0,5,1647.26,54,2,Mid_Value
13751.0,1,296.25,288,0,Low_Value & Inactive
13752.0,6,1175.38,124,2,Mid_Value
13753.0,1,741.26,288,0,Low_Value & Inactive
13754.0,2,282.6,152,0,Low_Value & Inactive
13755.0,9,2108.06,4,1,VIP
13756.0,14,5189.52,2,1,VIP
13758.0,7,3190.55,12,1,VIP
13759.0,2,659.41,33,2,Mid_Value
13760.0,2,286.79,54,2,Mid_Value
13761.0,2,1070.65,50,2,Mid_Value
13762.0,1,306.72,219,0,Low_Value & Inactive
13763.0,1,1714.96,63,2,Mid_Value
13764.0,3,1519.42,71,2,Mid_Value
13767.0,37,17220.36,2,1,VIP
13769.0,10,2796.51,2,1,VIP
13771.0,4,2634.45,64,1,VIP
13772.0,3,1122.63,34,2,Mid_Value
13774.0,1,345.0,82,0,Low_Value & Inactive
13777.0,33,25977.16,1,1,VIP
13778.0,1,178.7,103,0,Low_Value & Inactive
13780.0,2,360.01,7,2,Mid_Value
13781.0,1,127.84,251,0,Low_Value & Inactive
13782.0,6,908.86,13,1,VIP
13784.0,11,2462.79,10,1,VIP
13786.0,1,230.4,367,0,Low_Value & Inactive
13787.0,2,309.04,76,0,Low_Value & Inactive
13790.0,1,348.8,4,2,Mid_Value
13791.0,2,1516.0,128,2,Mid_Value
13792.0,2,195.55,66,0,Low_Value & Inactive
13798.0,57,37153.85,1,1,VIP
13799.0,2,688.86,117,2,Mid_Value
13800.0,1,558.32,310,0,Low_Value & Inactive
13801.0,1,324.8,67,0,Low_Value & Inactive
13802.0,3,4599.42,139,2,Mid_Value
13803.0,1,277.07,255,0,Low_Value & Inactive
13804.0,7,2588.39,31,1,VIP
13805.0,2,924.6,52,2,Mid_Value
13806.0,1,256.38,64,0,Low_Value & Inactive
13807.0,1,112.6,367,0,Low_Value & Inactive
13808.0,5,1747.66,6,1,VIP
13809.0,1,155.05,305,0,Low_Value & Inactive
13810.0,3,1499.01,29,2,Mid_Value
13811.0,3,814.5,184,2,Mid_Value
13812.0,3,539.0,42,2,Mid_Value
13813.0,4,1366.86,40,2,Mid_Value
13814.0,2,1579.12,92,2,Mid_Value
13815.0,4,4027.36,22,1,VIP
13816.0,2,571.67,24,2,Mid_Value
13817.0,2,382.98,29,2,Mid_Value
13819.0,3,1140.35,302,2,Mid_Value
13821.0,2,385.64,145,0,Low_Value & Inactive
13822.0,2,632.0,6,2,Mid_Value
13823.0,2,957.66,19,2,Mid_Value
13824.0,5,1698.94,33,1,VIP
13826.0,1,189.5,176,0,Low_Value & Inactive
13827.0,3,409.8,58,2,Mid_Value
13828.0,1,209.49,22,0,Low_Value & Inactive
13831.0,6,2198.45,16,1,VIP
13832.0,1,52.2,19,0,Low_Value & Inactive
13833.0,1,383.85,159,0,Low_Value & Inactive
13835.0,4,834.57,25,2,Mid_Value
13837.0,2,266.59,212,0,Low_Value & Inactive
13838.0,4,674.82,6,2,Mid_Value
13841.0,1,85.0,253,0,Low_Value & Inactive
13842.0,9,3385.62,59,1,VIP
13844.0,1,361.62,11,2,Mid_Value
13845.0,1,312.98,65,0,Low_Value & Inactive
13846.0,3,865.06,25,2,Mid_Value
13848.0,3,1255.0,92,2,Mid_Value
13849.0,2,1537.95,52,2,Mid_Value
13850.0,1,1595.48,129,2,Mid_Value
13851.0,3,2651.46,96,2,Mid_Value
13853.0,1,1090.14,57,2,Mid_Value
13854.0,25,8109.52,9,1,VIP
13856.0,3,388.5,169,0,Low_Value & Inactive
13858.0,1,216.17,57,0,Low_Value & Inactive
13859.0,1,201.16,326,0,Low_Value & Inactive
13860.0,5,1245.9,1,1,VIP
13862.0,8,2209.36,18,1,VIP
13863.0,1,305.78,248,0,Low_Value & Inactive
13865.0,4,501.56,58,2,Mid_Value
13866.0,1,145.67,74,0,Low_Value & Inactive
13867.0,3,1005.09,31,2,Mid_Value
13868.0,2,3192.54,7,1,VIP
13869.0,4,3083.65,123,2,Mid_Value
13870.0,8,2770.94,2,1,VIP
13871.0,13,6403.25,23,1,VIP
13873.0,3,389.6,120,2,Mid_Value
13874.0,1,540.45,358,0,Low_Value & Inactive
13875.0,5,1786.79,54,2,Mid_Value
13876.0,1,122.7,64,0,Low_Value & Inactive
13877.0,1,117.24,86,0,Low_Value & Inactive
13878.0,1,1271.57,55,2,Mid_Value
13880.0,13,3219.77,21,1,VIP
13881.0,20,17159.52,4,1,VIP
13882.0,5,1191.13,3,1,VIP
13883.0,5,2674.48,11,1,VIP
13884.0,5,787.6,7,1,VIP
13885.0,2,506.8,189,0,Low_Value & Inactive
13886.0,1,243.56,71,0,Low_Value & Inactive
13887.0,1,349.55,204,0,Low_Value & Inactive
13888.0,2,595.67,120,2,Mid_Value
13889.0,1,416.9,93,0,Low_Value & Inactive
13890.0,10,1883.81,1,1,VIP
13892.0,4,632.97,27,2,Mid_Value
13893.0,1,821.1,298,0,Low_Value & Inactive
13894.0,3,564.62,24,2,Mid_Value
13895.0,4,2593.07,28,1,VIP
13897.0,1,311.16,50,0,Low_Value & Inactive
13898.0,1,155.93,326,0,Low_Value & Inactive
13899.0,2,388.52,16,2,Mid_Value
13900.0,3,740.95,183,2,Mid_Value
13901.0,5,2867.2,72,1,VIP
13904.0,2,332.64,37,2,Mid_Value
13908.0,4,2369.55,80,2,Mid_Value
13911.0,9,2580.91,57,1,VIP
13914.0,2,626.45,12,2,Mid_Value
13917.0,2,272.04,50,2,Mid_Value
13918.0,2,1212.84,50,2,Mid_Value
13919.0,2,384.81,59,2,Mid_Value
13922.0,1,172.25,352,0,Low_Value & Inactive
13923.0,1,351.13,54,0,Low_Value & Inactive
13924.0,6,1838.85,2,1,VIP
13925.0,4,678.25,93,2,Mid_Value
13926.0,1,223.85,23,0,Low_Value & Inactive
13927.0,1,348.99,75,0,Low_Value & Inactive
13928.0,4,464.57,11,2,Mid_Value
13929.0,2,842.65,169,2,Mid_Value
13930.0,2,337.34,58,2,Mid_Value
13931.0,2,1237.53,96,2,Mid_Value
13932.0,1,307.4,295,0,Low_Value & Inactive
13933.0,2,608.79,109,2,Mid_Value
13934.0,1,922.1,264,0,Low_Value & Inactive
13936.0,1,376.58,180,0,Low_Value & Inactive
13937.0,1,158.85,169,0,Low_Value & Inactive
13938.0,1,71.66,35,0,Low_Value & Inactive
13939.0,3,568.55,23,2,Mid_Value
13940.0,4,839.14,17,2,Mid_Value
13941.0,5,5112.96,22,1,VIP
13946.0,3,561.57,79,2,Mid_Value
13947.0,1,90.6,65,0,Low_Value & Inactive
13948.0,1,102.0,361,0,Low_Value & Inactive
13949.0,6,2427.32,3,1,VIP
13950.0,4,745.06,11,2,Mid_Value
13951.0,3,674.45,176,2,Mid_Value
13952.0,2,3251.07,218,2,Mid_Value
13953.0,7,3515.68,7,1,VIP
13954.0,2,439.92,2,2,Mid_Value
13955.0,2,322.96,154,0,Low_Value & Inactive
13956.0,5,1019.27,5,1,VIP
13959.0,3,594.04,79,2,Mid_Value
13960.0,2,230.22,21,2,Mid_Value
13962.0,2,169.55,22,2,Mid_Value
13963.0,4,664.54,308,2,Mid_Value
13967.0,1,80.7,146,0,Low_Value & Inactive
13969.0,18,9024.17,7,1,VIP
13971.0,8,2758.26,19,1,VIP
13972.0,2,190.25,71,0,Low_Value & Inactive
13973.0,1,264.7,287,0,Low_Value & Inactive
13974.0,1,413.59,49,2,Mid_Value
13975.0,6,2461.24,31,1,VIP
13976.0,1,357.98,207,0,Low_Value & Inactive
13978.0,2,196.79,15,2,Mid_Value
13979.0,1,869.87,73,2,Mid_Value
13980.0,1,200.14,60,0,Low_Value & Inactive
13982.0,4,1871.81,39,1,VIP
13983.0,12,2603.43,30,1,VIP
13984.0,5,920.51,27,2,Mid_Value
13985.0,15,7060.13,4,1,VIP
13986.0,1,320.46,17,2,Mid_Value
13988.0,6,4147.96,20,1,VIP
13989.0,2,1266.08,66,2,Mid_Value
13990.0,1,311.3,213,0,Low_Value & Inactive
13991.0,6,852.88,12,1,VIP
13992.0,1,76.8,30,0,Low_Value & Inactive
13993.0,9,3466.36,43,1,VIP
13994.0,6,2274.14,4,1,VIP
13995.0,5,1393.69,15,1,VIP
13999.0,12,3901.81,10,1,VIP
