CustomerID,Number_of_Orders,Total_Spend,Days_Since_Last_Purchase,cluster,cluster_name
13598.0,5,761.96,47,3,Growth Segment
13599.0,33,9811.04,1,1,Revenue Drivers
13600.0,2,518.42,312,0,Retention Risk Customers
13601.0,4,1159.99,45,3,Growth Segment
13602.0,4,1025.17,65,3,Growth Segment
13603.0,1,164.34,26,2,Inactive
13604.0,1,717.62,659,0,Retention Risk Customers
13605.0,2,522.67,387,0,Retention Risk Customers
13606.0,3,276.75,29,3,Growth Segment
13607.0,2,1075.81,40,3,Growth Segment
13608.0,1,232.05,541,2,Inactive
13609.0,1,167.35,593,2,Inactive
13610.0,14,2103.71,12,1,Revenue Drivers
13611.0,10,3297.9300000000003,89,1,Revenue Drivers
13612.0,1,818.29,633,0,Retention Risk Customers
13613.0,5,1039.85,453,0,Retention Risk Customers
13614.0,6,2332.74,24,1,Revenue Drivers
13615.0,8,6272.53,319,0,Retention Risk Customers
13616.0,2,283.85,568,2,Inactive
13617.0,8,1278.75,40,3,Growth Segment
13618.0,1,177.34,174,2,Inactive
13619.0,2,224.94,545,2,Inactive
13620.0,1,112.34,528,2,Inactive
13621.0,1,213.85,117,2,Inactive
13622.0,1,658.95,696,2,Inactive
13623.0,10,2533.06,31,1,Revenue Drivers
13624.0,1,462.08,388,2,Inactive
13625.0,1,301.26,597,2,Inactive
13626.0,2,707.04,253,0,Retention Risk Customers
13627.0,7,2245.9,59,1,Revenue Drivers
13628.0,1,310.14,676,2,Inactive
13629.0,19,13370.86,23,1,Revenue Drivers
13630.0,7,2031.78,5,1,Revenue Drivers
13631.0,11,3070.42,100,1,Revenue Drivers
13632.0,8,3645.81,25,1,Revenue Drivers
13634.0,16,5033.77,33,1,Revenue Drivers
13635.0,4,2999.16,68,1,Revenue Drivers
13636.0,5,949.12,37,3,Growth Segment
13637.0,3,804.3,52,3,Growth Segment
13638.0,1,122.64,16,2,Inactive
13639.0,2,1346.27,74,3,Growth Segment
13640.0,1,405.0,611,2,Inactive
13641.0,5,1016.47,641,0,Retention Risk Customers
13642.0,4,472.2,216,0,Retention Risk Customers
13643.0,10,2156.77,31,1,Revenue Drivers
13644.0,4,2624.26,16,1,Revenue Drivers
13645.0,1,252.1,120,2,Inactive
13646.0,2,326.25,400,2,Inactive
13647.0,8,3041.68,10,1,Revenue Drivers
13648.0,8,1764.02,400,0,Retention Risk Customers
13649.0,6,1453.68,257,0,Retention Risk Customers
13650.0,10,3288.0,17,1,Revenue Drivers
13651.0,3,226.85,35,3,Growth Segment
13652.0,5,2262.05,46,1,Revenue Drivers
13653.0,1,152.2,488,2,Inactive
13654.0,11,6308.0,43,1,Revenue Drivers
13655.0,6,2280.51,114,0,Retention Risk Customers
13656.0,4,1078.85,165,0,Retention Risk Customers
13657.0,2,382.14,11,3,Growth Segment
13658.0,9,6025.5,10,1,Revenue Drivers
13659.0,12,4884.68,206,1,Revenue Drivers
13660.0,1,306.64,400,2,Inactive
13661.0,1,325.24,603,2,Inactive
13662.0,11,2233.61,86,1,Revenue Drivers
13663.0,5,2047.51,179,0,Retention Risk Customers
13665.0,3,1711.66,386,0,Retention Risk Customers
13666.0,5,127.9,60,3,Growth Segment
13667.0,1,299.05,149,2,Inactive
13668.0,35,12948.48,3,1,Revenue Drivers
13669.0,3,413.55,51,3,Growth Segment
13670.0,1,349.7,75,2,Inactive
13671.0,1,172.6,395,2,Inactive
13672.0,3,419.92,301,0,Retention Risk Customers
13673.0,2,387.44,19,3,Growth Segment
13674.0,1,240.68,433,2,Inactive
13675.0,2,486.8200000000001,151,0,Retention Risk Customers
13676.0,2,243.9,539,2,Inactive
13677.0,2,551.24,405,0,Retention Risk Customers
13678.0,1,232.6,152,2,Inactive
13679.0,3,281.26,494,2,Inactive
13680.0,12,11419.67,1,1,Revenue Drivers
13681.0,4,827.83,18,3,Growth Segment
13682.0,1,59.5,187,2,Inactive
13683.0,1,258.6,458,2,Inactive
13684.0,4,594.88,286,0,Retention Risk Customers
13685.0,7,3119.44,3,1,Revenue Drivers
13686.0,3,409.04,183,0,Retention Risk Customers
13687.0,1,11880.84,438,0,Retention Risk Customers
13688.0,1,375.5,635,2,Inactive
13689.0,2,1259.5,63,3,Growth Segment
13690.0,1,172.25,59,2,Inactive
13691.0,1,212.78,396,2,Inactive
13692.0,5,3114.4,25,1,Revenue Drivers
13693.0,9,2011.82,374,0,Retention Risk Customers
13694.0,143,195640.69,4,1,Revenue Drivers
13695.0,16,2770.73,31,1,Revenue Drivers
13696.0,3,2020.4,422,0,Retention Risk Customers
13697.0,1,151.29999999999998,39,2,Inactive
13698.0,2,451.73,597,2,Inactive
13699.0,2,764.15,155,0,Retention Risk Customers
13700.0,13,2596.97,26,1,Revenue Drivers
13701.0,1,161.0,447,2,Inactive
13702.0,1,135.18,446,2,Inactive
13703.0,2,425.56,318,2,Inactive
13704.0,9,2308.06,5,1,Revenue Drivers
13705.0,7,1717.19,8,1,Revenue Drivers
13706.0,2,631.17,303,0,Retention Risk Customers
13707.0,5,3365.86,267,0,Retention Risk Customers
13708.0,1,285.33,271,2,Inactive
13709.0,18,7571.35,4,1,Revenue Drivers
13710.0,3,509.52,32,3,Growth Segment
13711.0,9,1792.26,219,0,Retention Risk Customers
13712.0,2,766.42,247,0,Retention Risk Customers
13713.0,3,740.76,408,0,Retention Risk Customers
13714.0,1,161.35,465,2,Inactive
13715.0,17,8153.04,281,1,Revenue Drivers
13716.0,1,138.28,269,2,Inactive
13717.0,8,1763.3,32,1,Revenue Drivers
13718.0,2,306.55,246,2,Inactive
13719.0,11,2783.08,15,1,Revenue Drivers
13720.0,4,799.9,117,0,Retention Risk Customers
13721.0,2,741.54,36,3,Growth Segment
13722.0,10,5635.41,132,1,Revenue Drivers
13723.0,6,1194.08,217,0,Retention Risk Customers
13724.0,1,213.01,637,2,Inactive
13725.0,8,1980.56,50,1,Revenue Drivers
13726.0,2,1079.66,39,3,Growth Segment
13727.0,8,1074.15,29,3,Growth Segment
13728.0,16,2855.17,37,1,Revenue Drivers
13729.0,3,724.73,436,0,Retention Risk Customers
13730.0,2,752.6,136,0,Retention Risk Customers
13731.0,2,610.59,219,0,Retention Risk Customers
13732.0,1,491.86,28,3,Growth Segment
13733.0,2,487.03,411,0,Retention Risk Customers
13734.0,4,6695.6900000000005,509,0,Retention Risk Customers
13735.0,13,9762.77,25,1,Revenue Drivers
13736.0,7,2752.47,5,1,Revenue Drivers
13737.0,1,339.59999999999997,200,2,Inactive
13738.0,1,434.78,396,2,Inactive
13739.0,2,292.2,18,3,Growth Segment
13740.0,5,1582.77,241,0,Retention Risk Customers
13741.0,3,668.4300000000001,72,3,Growth Segment
13742.0,12,3107.87,17,1,Revenue Drivers
13743.0,7,1341.6,3,3,Growth Segment
13744.0,2,1080.52,95,3,Growth Segment
13745.0,2,777.36,162,0,Retention Risk Customers
13746.0,1,176.69,414,2,Inactive
13747.0,2,169.79999999999998,374,2,Inactive
13748.0,9,2064.35,96,1,Revenue Drivers
13750.0,11,3602.18,54,1,Revenue Drivers
13751.0,1,296.25,288,2,Inactive
13752.0,7,1579.83,124,0,Retention Risk Customers
13753.0,4,2094.57,288,0,Retention Risk Customers
13754.0,3,447.05,152,0,Retention Risk Customers
13755.0,9,2108.06,4,1,Revenue Drivers
13756.0,23,8655.95,2,1,Revenue Drivers
13757.0,1,195.55,675,2,Inactive
13758.0,15,8698.13,12,1,Revenue Drivers
13759.0,2,659.4100000000001,33,3,Growth Segment
13760.0,5,1363.64,54,3,Growth Segment
13761.0,6,1952.17,50,1,Revenue Drivers
13762.0,5,2472.48,219,0,Retention Risk Customers
13763.0,3,5217.44,63,1,Revenue Drivers
13764.0,6,2919.62,71,1,Revenue Drivers
13765.0,1,352.821,653,2,Inactive
13766.0,1,190.35,495,2,Inactive
13767.0,73,33903.57,2,1,Revenue Drivers
13768.0,2,875.97,727,0,Retention Risk Customers
13769.0,20,5478.12,2,1,Revenue Drivers
13770.0,4,785.37,422,0,Retention Risk Customers
13771.0,9,5728.82,64,1,Revenue Drivers
13772.0,8,3100.02,34,1,Revenue Drivers
13773.0,2,301.54,397,2,Inactive
13774.0,1,345.0,82,2,Inactive
13775.0,1,1049.66,591,0,Retention Risk Customers
13776.0,2,623.98,428,0,Retention Risk Customers
13777.0,61,49638.26,1,1,Revenue Drivers
13778.0,4,1124.49,103,0,Retention Risk Customers
13779.0,1,161.13,516,2,Inactive
13780.0,3,732.07,7,3,Growth Segment
13781.0,3,778.83,251,0,Retention Risk Customers
13782.0,13,1786.08,13,1,Revenue Drivers
13783.0,4,1542.09,488,0,Retention Risk Customers
13784.0,14,2910.23,10,1,Revenue Drivers
13785.0,4,542.49,429,0,Retention Risk Customers
13786.0,6,3127.99,367,0,Retention Risk Customers
13787.0,6,1222.5,76,3,Growth Segment
13788.0,1,3.75,505,2,Inactive
13789.0,1,239.46,388,2,Inactive
13790.0,1,348.79999999999995,4,3,Growth Segment
13791.0,2,1516.0,128,0,Retention Risk Customers
13792.0,3,383.95,66,3,Growth Segment
13793.0,1,96.0,647,2,Inactive
13794.0,1,126.03,547,2,Inactive
13795.0,4,836.3,388,0,Retention Risk Customers
13796.0,1,289.7,499,2,Inactive
13797.0,3,1179.45,437,0,Retention Risk Customers
13798.0,110,75428.87,1,1,Revenue Drivers
13799.0,9,2803.57,117,1,Revenue Drivers
13800.0,3,1679.56,310,0,Retention Risk Customers
13801.0,1,324.8,67,2,Inactive
13802.0,19,26259.11,139,1,Revenue Drivers
13803.0,3,1338.91,255,0,Retention Risk Customers
13804.0,9,3161.12,31,1,Revenue Drivers
13805.0,2,924.6,52,3,Growth Segment
13806.0,1,256.38,64,2,Inactive
13807.0,3,422.2,367,0,Retention Risk Customers
13808.0,5,1747.66,6,1,Revenue Drivers
13809.0,3,679.6999999999999,305,0,Retention Risk Customers
13810.0,3,1499.01,29,3,Growth Segment
13811.0,3,814.5,184,0,Retention Risk Customers
13812.0,3,539.0,42,3,Growth Segment
13813.0,8,2765.4700000000003,40,1,Revenue Drivers
13814.0,3,2257.32,92,0,Retention Risk Customers
13815.0,8,7475.74,22,1,Revenue Drivers
13816.0,2,571.67,24,3,Growth Segment
13817.0,2,382.98,29,3,Growth Segment
13818.0,1,61.28,430,2,Inactive
13819.0,6,2642.35,302,0,Retention Risk Customers
13820.0,3,652.75,418,0,Retention Risk Customers
13821.0,6,1379.08,145,0,Retention Risk Customers
13822.0,2,632.0,6,3,Growth Segment
13823.0,7,3403.4500000000003,19,1,Revenue Drivers
13824.0,12,3314.76,33,1,Revenue Drivers
13825.0,2,255.59,622,2,Inactive
13826.0,1,189.5,176,2,Inactive
13827.0,3,409.8,58,3,Growth Segment
13828.0,1,209.49,22,3,Growth Segment
13829.0,1,102.0,421,2,Inactive
13830.0,1,156.85000000000002,582,2,Inactive
13831.0,18,6585.54,16,1,Revenue Drivers
13832.0,2,609.89,19,3,Growth Segment
13833.0,2,700.41,159,0,Retention Risk Customers
13834.0,2,324.19,577,2,Inactive
13835.0,7,1095.27,25,3,Growth Segment
13836.0,2,620.37,399,0,Retention Risk Customers
13837.0,2,266.59000000000003,212,2,Inactive
13838.0,10,1690.07,6,1,Revenue Drivers
13839.0,1,139.95000000000002,486,2,Inactive
13840.0,1,651.4,416,2,Inactive
13841.0,1,85.0,253,2,Inactive
13842.0,18,5319.34,59,1,Revenue Drivers
13843.0,1,319.75,381,2,Inactive
13844.0,1,361.62,11,3,Growth Segment
13845.0,1,312.98,65,2,Inactive
13846.0,4,1307.79,25,3,Growth Segment
13847.0,1,310.72,720,2,Inactive
13848.0,8,3015.0,92,1,Revenue Drivers
13849.0,5,3469.3,52,1,Revenue Drivers
13850.0,1,1595.48,129,0,Retention Risk Customers
13851.0,8,4606.46,96,1,Revenue Drivers
13852.0,1,187.35,611,2,Inactive
13853.0,1,1090.14,57,3,Growth Segment
13854.0,39,11944.56,9,1,Revenue Drivers
13855.0,4,1310.34,501,0,Retention Risk Customers
13856.0,11,1142.03,169,0,Retention Risk Customers
13857.0,6,1001.01,393,0,Retention Risk Customers
13858.0,1,216.17,57,2,Inactive
13859.0,2,515.86,326,0,Retention Risk Customers
13860.0,5,1245.9,1,3,Growth Segment
13861.0,2,273.26,429,2,Inactive
13862.0,9,2556.09,18,1,Revenue Drivers
13863.0,4,1239.55,248,0,Retention Risk Customers
13864.0,1,662.4000000000001,387,2,Inactive
13865.0,4,501.56,58,3,Growth Segment
13866.0,1,145.67,74,2,Inactive
13867.0,3,1005.09,31,3,Growth Segment
13868.0,2,3192.54,7,3,Growth Segment
13869.0,10,7996.87,123,1,Revenue Drivers
13870.0,15,5712.08,2,1,Revenue Drivers
13871.0,17,7885.85,23,1,Revenue Drivers
13872.0,3,919.57,527,0,Retention Risk Customers
13873.0,8,1038.92,120,0,Retention Risk Customers
13874.0,7,2049.15,358,0,Retention Risk Customers
13875.0,14,4814.37,54,1,Revenue Drivers
13876.0,1,122.7,64,2,Inactive
13877.0,3,449.68,86,3,Growth Segment
13878.0,4,2416.9,55,1,Revenue Drivers
13879.0,1,395.5,646,2,Inactive
13880.0,17,4293.86,21,1,Revenue Drivers
13881.0,43,45179.1,4,1,Revenue Drivers
13882.0,5,1191.13,3,3,Growth Segment
13883.0,15,6560.02,11,1,Revenue Drivers
13884.0,10,1825.03,7,1,Revenue Drivers
13885.0,2,506.8,189,0,Retention Risk Customers
13886.0,1,243.56,71,2,Inactive
13887.0,1,349.55,204,2,Inactive
13888.0,7,2001.59,120,0,Retention Risk Customers
13889.0,6,1991.23,93,0,Retention Risk Customers
13890.0,14,2927.38,1,1,Revenue Drivers
13891.0,3,859.21,378,0,Retention Risk Customers
13892.0,6,1267.65,27,3,Growth Segment
13893.0,1,821.1,298,0,Retention Risk Customers
13894.0,3,564.62,24,3,Growth Segment
13895.0,6,4008.52,28,1,Revenue Drivers
13896.0,1,388.55,626,2,Inactive
13897.0,3,1160.72,50,3,Growth Segment
13898.0,2,686.4,326,0,Retention Risk Customers
13899.0,2,388.52,16,3,Growth Segment
13900.0,6,1610.59,183,0,Retention Risk Customers
13901.0,15,5676.34,72,1,Revenue Drivers
13902.0,5,34095.26,632,1,Revenue Drivers
13903.0,1,165.45000000000002,400,2,Inactive
13904.0,2,332.64,37,3,Growth Segment
13905.0,1,312.65,733,2,Inactive
13906.0,1,42.0,409,2,Inactive
13907.0,1,136.8,692,2,Inactive
13908.0,4,2369.55,80,0,Retention Risk Customers
13909.0,2,282.85,423,2,Inactive
13911.0,20,4234.99,57,1,Revenue Drivers
13912.0,1,124.95,424,2,Inactive
13913.0,1,42.22,507,2,Inactive
13914.0,2,626.45,12,3,Growth Segment
13915.0,1,70.80000000000001,394,2,Inactive
13916.0,4,1275.81,464,0,Retention Risk Customers
13917.0,2,272.04,50,3,Growth Segment
13918.0,2,1212.84,50,3,Growth Segment
13919.0,4,1360.68,59,3,Growth Segment
13920.0,4,1774.68,432,0,Retention Risk Customers
13921.0,4,730.7,402,0,Retention Risk Customers
13922.0,3,865.2,352,0,Retention Risk Customers
13923.0,1,351.13,54,3,Growth Segment
13924.0,6,1838.85,2,1,Revenue Drivers
13925.0,4,678.25,93,3,Growth Segment
13926.0,1,223.85,23,3,Growth Segment
13927.0,2,708.26,75,3,Growth Segment
13928.0,4,464.57,11,3,Growth Segment
13929.0,11,3494.1,169,1,Revenue Drivers
13930.0,2,337.34,58,3,Growth Segment
13931.0,11,5257.38,96,1,Revenue Drivers
13932.0,1,307.4,295,2,Inactive
13933.0,2,608.79,109,3,Growth Segment
13934.0,1,922.1,264,0,Retention Risk Customers
13935.0,3,6116.92,597,0,Retention Risk Customers
13936.0,3,939.66,180,0,Retention Risk Customers
13937.0,2,880.13,169,0,Retention Risk Customers
13938.0,1,71.66,35,2,Inactive
13939.0,7,1560.96,23,1,Revenue Drivers
13940.0,4,839.14,17,3,Growth Segment
13941.0,15,10027.18,22,1,Revenue Drivers
13942.0,1,320.0,535,2,Inactive
13943.0,1,246.54,578,2,Inactive
13944.0,1,200.43,653,2,Inactive
13945.0,2,854.15,395,0,Retention Risk Customers
13946.0,6,1876.23,79,0,Retention Risk Customers
13947.0,1,90.6,65,2,Inactive
13948.0,4,548.76,361,0,Retention Risk Customers
13949.0,6,2427.32,3,1,Revenue Drivers
13950.0,4,745.06,11,3,Growth Segment
13951.0,3,674.45,176,0,Retention Risk Customers
13952.0,14,12823.521,218,1,Revenue Drivers
13953.0,12,6640.68,7,1,Revenue Drivers
13954.0,2,439.92,2,3,Growth Segment
13955.0,3,544.0699999999999,154,0,Retention Risk Customers
13956.0,5,1019.27,5,3,Growth Segment
13957.0,3,458.25,418,0,Retention Risk Customers
13958.0,8,4709.2300000000005,380,0,Retention Risk Customers
13959.0,6,1064.77,79,3,Growth Segment
13960.0,2,230.22,21,3,Growth Segment
13961.0,1,538.4,392,2,Inactive
13962.0,3,362.8,22,3,Growth Segment
13963.0,17,2860.57,308,0,Retention Risk Customers
13964.0,2,438.9,387,2,Inactive
13965.0,3,996.61,477,0,Retention Risk Customers
13966.0,1,384.26,435,2,Inactive
13967.0,2,166.3,146,2,Inactive
13968.0,1,123.66,423,2,Inactive
13969.0,35,12973.46,7,1,Revenue Drivers
13970.0,2,846.55,386,0,Retention Risk Customers
13971.0,14,4667.57,19,1,Revenue Drivers
13972.0,2,190.25,71,2,Inactive
13973.0,1,264.7,287,2,Inactive
13974.0,2,677.72,49,3,Growth Segment
13975.0,12,5256.4,31,1,Revenue Drivers
13976.0,4,1192.36,207,0,Retention Risk Customers
13977.0,1,519.8100000000001,411,2,Inactive
13978.0,2,196.79,15,3,Growth Segment
13979.0,7,3379.93,73,1,Revenue Drivers
13980.0,5,768.8199999999999,60,3,Growth Segment
13981.0,1,331.14,416,2,Inactive
13982.0,9,3954.29,39,1,Revenue Drivers
13983.0,21,6753.89,30,1,Revenue Drivers
13984.0,12,1893.8,27,1,Revenue Drivers
13985.0,22,10020.86,4,1,Revenue Drivers
13986.0,1,320.46,17,3,Growth Segment
13987.0,2,682.54,380,0,Retention Risk Customers
13988.0,8,4757.8,20,1,Revenue Drivers
13989.0,5,2026.06,66,1,Revenue Drivers
13990.0,1,311.3,213,2,Inactive
13991.0,6,852.88,12,3,Growth Segment
13992.0,3,219.5,30,3,Growth Segment
13993.0,19,6775.71,43,1,Revenue Drivers
13994.0,6,2274.14,4,1,Revenue Drivers
13995.0,14,3902.01,15,1,Revenue Drivers
13996.0,2,895.76,386,0,Retention Risk Customers
13997.0,3,376.46,519,0,Retention Risk Customers
13998.0,3,566.7,447,0,Retention Risk Customers
13999.0,29,9502.26,10,1,Revenue Drivers
14000.0,5,2046.34,211,0,Retention Risk Customers
14001.0,9,4228.85,46,1,Revenue Drivers
14002.0,2,529.73,134,0,Retention Risk Customers
14003.0,1,209.41,733,2,Inactive
14004.0,11,6258.45,43,1,Revenue Drivers
14005.0,5,2874.72,10,1,Revenue Drivers
14006.0,7,2196.67,116,0,Retention Risk Customers
14007.0,1,79.48,513,2,Inactive
14008.0,1,509.04,432,2,Inactive
14009.0,3,1099.91,198,0,Retention Risk Customers
14010.0,2,445.15,565,2,Inactive
14011.0,2,457.82,480,2,Inactive
14012.0,1,328.8,278,2,Inactive
14013.0,5,1084.57,110,0,Retention Risk Customers
14014.0,3,1948.21,77,0,Retention Risk Customers
14015.0,1,917.34,53,3,Growth Segment
14016.0,11,11403.41,162,1,Revenue Drivers
14017.0,1,229.75,571,2,Inactive
14018.0,1,367.15,645,2,Inactive
14019.0,3,1421.61,47,3,Growth Segment
14020.0,4,1249.01,17,3,Growth Segment
14021.0,7,1716.58,155,0,Retention Risk Customers
14022.0,2,792.15,225,0,Retention Risk Customers
14023.0,2,584.07,7,3,Growth Segment
14024.0,3,645.74,122,0,Retention Risk Customers
14025.0,8,4057.9,465,0,Retention Risk Customers
14026.0,2,713.11,471,0,Retention Risk Customers
14027.0,1,104.82,61,2,Inactive
14028.0,3,10396.5,550,0,Retention Risk Customers
14029.0,2,467.66,63,3,Growth Segment
14030.0,20,7521.8,18,1,Revenue Drivers
14031.0,44,39019.51,7,1,Revenue Drivers
14032.0,16,4546.41,2,1,Revenue Drivers
14033.0,1,109.44,555,2,Inactive
14034.0,3,648.89,22,3,Growth Segment
14035.0,9,2794.75,29,1,Revenue Drivers
14036.0,1,626.65,285,2,Inactive
14037.0,6,836.95,176,0,Retention Risk Customers
14038.0,5,3069.88,78,1,Revenue Drivers
14039.0,2,267.28000000000003,33,3,Growth Segment
14040.0,35,12523.81,41,1,Revenue Drivers
14041.0,1,141.41,266,2,Inactive
14042.0,1,431.98,725,2,Inactive
14043.0,2,302.59999999999997,491,2,Inactive
14044.0,10,3077.7,27,1,Revenue Drivers
14045.0,16,10986.63,109,1,Revenue Drivers
14046.0,1,154.99,284,2,Inactive
14047.0,14,3968.11,9,1,Revenue Drivers
14048.0,3,748.69,305,0,Retention Risk Customers
14049.0,13,13023.4,17,1,Revenue Drivers
14050.0,2,746.36,32,3,Growth Segment
14051.0,37,21770.98,1,1,Revenue Drivers
14052.0,2,466.66,20,3,Growth Segment
14053.0,4,572.3,124,0,Retention Risk Customers
14054.0,1,92.46,65,2,Inactive
14055.0,3,1520.96,106,0,Retention Risk Customers
14056.0,23,8152.71,1,1,Revenue Drivers
14057.0,22,8346.66,24,1,Revenue Drivers
14058.0,2,469.19,463,0,Retention Risk Customers
14059.0,1,183.6,267,2,Inactive
14060.0,30,8898.24,5,1,Revenue Drivers
14061.0,3,917.43,507,0,Retention Risk Customers
14062.0,24,25585.65,10,1,Revenue Drivers
14063.0,9,22710.2,438,1,Revenue Drivers
14064.0,15,3260.24,29,1,Revenue Drivers
14065.0,3,891.02,389,0,Retention Risk Customers
14066.0,1,152.55,267,2,Inactive
14067.0,2,374.7,64,3,Growth Segment
14068.0,4,1516.72,320,0,Retention Risk Customers
14069.0,2,225.81,515,2,Inactive
14070.0,1,321.6,685,2,Inactive
14071.0,8,1437.57,4,1,Revenue Drivers
14072.0,1,390.85,667,2,Inactive
14073.0,1,151.04,32,2,Inactive
14074.0,1,219.4,623,2,Inactive
14075.0,6,1734.87,5,1,Revenue Drivers
14076.0,1,118.67,129,2,Inactive
14077.0,6,615.08,41,3,Growth Segment
14078.0,9,1553.47,102,0,Retention Risk Customers
14079.0,2,618.73,125,3,Growth Segment
14080.0,5,1115.68,33,3,Growth Segment
14081.0,10,4867.57,302,0,Retention Risk Customers
14082.0,2,413.36,365,2,Inactive
14083.0,11,1082.19,4,3,Growth Segment
14084.0,1,150.5,512,2,Inactive
14085.0,33,9720.67,2,1,Revenue Drivers
14086.0,1,39.95,463,2,Inactive
14087.0,3,829.47,3,3,Growth Segment
14088.0,16,64036.8,10,1,Revenue Drivers
14089.0,1,158.75,57,2,Inactive
14090.0,1,76.32000000000001,325,2,Inactive
14091.0,2,9530.08,654,0,Retention Risk Customers
14092.0,24,7229.45,8,1,Revenue Drivers
14093.0,1,433.86,12,3,Growth Segment
14094.0,1,311.77,440,2,Inactive
14095.0,1,2.95,723,2,Inactive
14096.0,17,65164.79,4,1,Revenue Drivers
14097.0,2,422.86,481,2,Inactive
14098.0,1,147.35,37,2,Inactive
14099.0,20,5750.91,16,1,Revenue Drivers
14100.0,1,191.95,138,2,Inactive
14101.0,13,9961.93,74,1,Revenue Drivers
14102.0,5,1105.88,5,3,Growth Segment
14104.0,5,743.53,155,0,Retention Risk Customers
14105.0,5,5988.83,239,0,Retention Risk Customers
14106.0,1,214.8,737,2,Inactive
14107.0,11,4877.3,52,1,Revenue Drivers
14108.0,4,1044.96,31,3,Growth Segment
14109.0,1,144.2,73,2,Inactive
14110.0,33,12987.95,4,1,Revenue Drivers
14111.0,4,692.85,14,3,Growth Segment
14112.0,13,5834.59,23,1,Revenue Drivers
14113.0,16,7092.610000000001,4,1,Revenue Drivers
14114.0,7,1364.09,274,0,Retention Risk Customers
14115.0,2,622.67,502,0,Retention Risk Customers
14116.0,5,1382.74,20,3,Growth Segment
14117.0,1,90.0,144,2,Inactive
14118.0,1,458.45,429,2,Inactive
14119.0,2,183.37,376,2,Inactive
14121.0,4,2780.15,4,1,Revenue Drivers
14122.0,3,362.42,406,0,Retention Risk Customers
14123.0,1,436.18,733,2,Inactive
14124.0,1,419.58,84,3,Growth Segment
14125.0,3,2720.63,11,1,Revenue Drivers
14126.0,4,1172.46,8,3,Growth Segment
14127.0,6,1900.08,123,0,Retention Risk Customers
14128.0,3,924.21,61,3,Growth Segment
14129.0,9,2591.34,2,1,Revenue Drivers
14130.0,4,1858.77,319,0,Retention Risk Customers
14131.0,1,168.22,649,2,Inactive
14132.0,11,3586.0299999999997,2,1,Revenue Drivers
14133.0,4,911.14,130,0,Retention Risk Customers
14134.0,15,11123.35,383,1,Revenue Drivers
14135.0,24,8839.67,2,1,Revenue Drivers
14136.0,5,1570.81,401,0,Retention Risk Customers
14137.0,1,332.7,696,2,Inactive
14138.0,2,965.88,2,3,Growth Segment
14139.0,4,1086.8,46,3,Growth Segment
14140.0,2,935.05,4,3,Growth Segment
14141.0,4,915.13,3,3,Growth Segment
14142.0,2,671.34,373,0,Retention Risk Customers
14143.0,1,115.8,134,2,Inactive
14144.0,1,30.6,486,2,Inactive
14145.0,7,7600.05,47,1,Revenue Drivers
14146.0,12,9450.3,9,1,Revenue Drivers
14147.0,9,2590.2,78,1,Revenue Drivers
14148.0,2,466.29,234,0,Retention Risk Customers
14149.0,1,446.62,221,2,Inactive
14150.0,2,658.64,36,3,Growth Segment
14151.0,2,679.45,673,0,Retention Risk Customers
14152.0,7,1997.34,75,1,Revenue Drivers
14153.0,1,233.4,483,2,Inactive
14154.0,8,6460.7,239,1,Revenue Drivers
14155.0,1,118.75,266,2,Inactive
14156.0,156,313437.62,10,1,Revenue Drivers
14157.0,5,978.69,20,3,Growth Segment
14158.0,1,507.66,40,3,Growth Segment
14159.0,20,7860.8,20,1,Revenue Drivers
14160.0,7,8421.47,610,0,Retention Risk Customers
14161.0,7,2996.93,216,0,Retention Risk Customers
14162.0,2,289.36,174,2,Inactive
14163.0,5,2594.62,87,1,Revenue Drivers
14164.0,2,1631.77,71,3,Growth Segment
14165.0,1,120.44,276,2,Inactive
14166.0,2,251.15,505,2,Inactive
14167.0,8,1274.29,39,3,Growth Segment
14168.0,2,370.45,421,2,Inactive
14169.0,2,621.51,431,0,Retention Risk Customers
14170.0,3,570.18,375,0,Retention Risk Customers
14171.0,2,498.79,98,3,Growth Segment
14172.0,3,369.02,605,2,Inactive
14173.0,6,586.0,11,3,Growth Segment
14174.0,1,134.46,33,2,Inactive
14175.0,8,7678.88,60,1,Revenue Drivers
14176.0,5,756.46,297,0,Retention Risk Customers
14177.0,13,2209.69,86,1,Revenue Drivers
14178.0,7,1600.26,9,1,Revenue Drivers
14179.0,2,701.57,41,3,Growth Segment
14180.0,33,6117.5,11,1,Revenue Drivers
14181.0,2,308.35,411,2,Inactive
14182.0,4,678.77,444,0,Retention Risk Customers
14183.0,2,278.34000000000003,411,2,Inactive
14184.0,1,452.89,67,3,Growth Segment
14185.0,1,197.65,331,2,Inactive
14186.0,5,1550.63,427,0,Retention Risk Customers
14187.0,1,123.5,474,2,Inactive
14188.0,6,2054.36,31,1,Revenue Drivers
14189.0,16,5503.15,2,1,Revenue Drivers
14190.0,1,79.9,666,2,Inactive
14191.0,15,4817.66,2,1,Revenue Drivers
14192.0,1,293.74,388,2,Inactive
14193.0,3,1210.19,68,3,Growth Segment
14194.0,36,18670.59,5,1,Revenue Drivers
14195.0,6,2615.6,202,0,Retention Risk Customers
14196.0,1,335.52,107,2,Inactive
14197.0,1,390.05,411,2,Inactive
14198.0,9,1569.73,18,1,Revenue Drivers
14199.0,4,1091.7,218,0,Retention Risk Customers
